nFinIndID	sPeriodType	nTB	nOSB	nVSP	nClientID	nProductMK	nProductGID	nCompanyGroupID	nChannelMK	nChannelGID	nSegmentMK	nSegmentGID	dtDate	nServiceChannelMK	sServiceChannelCd	nAdjTypeID	nPayTermId	nUFIID	nEFIID	nOrgProfitCenterGID	dvalue	nSegmentGID_RB	nSegmentGID_KIB	nIndustryGID
17	M	38	9038	35	30555034026	4130800	2059599	1	3080	173099	20402	101799	30.04.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	42	8610	6	32166992026	11040393	2059199	1	3080	173099	20402	101799	31.08.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	42	6984	9	982608926	4060100	2059099	4	3080	173099	20402	101799	30.04.2021	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	16	29	-1	30670427026	11040407	2058399	4	3080	173099	20201	102299	28.02.2021	1	MASS	9001	-1	-1	?	158799	4	-1	102299	?
17	M	16	8599	2	29977739026	4130103	2919599	6	3080	173099	20402	101799	31.05.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	40	8605	-1	735294826	4060100	2059099	4	3080	172799	20402	101799	31.03.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	40	8606	-1	976922826	11040407	2058399	4	3080	172799	20401	102199	31.05.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
10	M	99	-1	-1	55330313042	4060100	2059099	4	3080	173099	20402	101799	31.08.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	38	9038	1752	32221923026	4130800	2059599	1	3080	173099	20402	101799	31.05.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
1	M	13	8595	-1	1014800126	11040407	2058399	4	3080	173099	20401	102199	30.09.2018	1	MASS	-2	-1	900225	1034	151999	7864,9	-1	102199	?
17	M	16	8599	-1	665938526	4130500	2058999	6	3080	172799	20401	102199	30.04.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
10	M	13	8593	1	28852950026	4130200	2058599	2	3080	173099	20402	101799	31.01.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	99	-1	-1	1038968026	11040407	2058399	4	3080	173099	20202	102099	30.09.2020	1	MASS	9000	0	-1	?	158799	-1	-1	102099	?
10	M	99	-1	-1	666323526	11040407	2058399	4	3080	172799	20401	102199	31.07.2021	1	MASS	9000	-1	900238	125	158799	-3	-1	102199	?
10	M	52	5230	1	989165826	11040393	2059199	1	3080	173099	20402	101799	30.04.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
1	M	42	8612	700	1039462926	4130200	2058599	6	3080	173099	20402	101799	31.05.2018	1	MASS	-2	-1	5000009	1865	148199	1016,95	-1	101799	?
1	M	54	8622	4	53634613042	4130104	2922399	2	3080	173099	20402	101799	31.05.2020	1	MASS	60001	-1	5000010	1865	158799	-1691,67	-1	101799	?
10	M	40	8640	8640	923614226	4060100	2059099	4	3080	172799	20402	101799	31.12.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	13	8594	-1	1195193726	11040407	2058399	4	3080	173099	20402	101799	31.10.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	40	8604	-1	661737426	11040407	2058399	4	3080	173099	20201	102299	30.09.2020	1	MASS	9001	-1	-1	?	158799	2	-1	102299	?
17	M	55	9055	22	29236106026	4130102	2113099	6	3080	173099	20402	101799	30.04.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	42	8610	6	32514779026	4130101	2060599	6	3080	173099	20402	101799	31.03.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	16	7003	-1	1159910026	4130900	2060699	2	3080	173099	20402	101799	31.08.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	42	9042	8	776742026	11040407	2058399	4	3080	173099	20402	101799	31.03.2021	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
18	M	44	8646	8646	669606426	11040407	2058399	4	3080	173099	20402	101799	28.02.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	99	-1	-1	1004373326	11040407	2058399	4	3080	172799	20402	101799	30.06.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
17	M	16	8598	-1	1158210126	11040393	2059199	6	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	38	9038	-1	830082526	11040407	2058399	4	3080	172799	20401	102199	31.05.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
17	M	40	8609	-1	969844826	11040407	2058399	4	3080	172799	20401	102199	31.01.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
17	M	18	8600	2	1078184326	4130104	2922399	2	3080	173099	20402	101799	31.12.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	40	1026	22	30083732026	4060100	2059099	4	3080	173099	20402	101799	30.04.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	13	9013	777	993987126	11040407	2058399	4	3080	172799	20401	102199	30.04.2019	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
10	M	40	8606	54	1053989126	11040407	2058399	4	3080	173099	20401	102199	31.07.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
17	M	44	8644	-1	848812326	4130900	2060699	2	3080	173099	20402	101799	31.07.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	42	8610	1	671322226	11040407	2058399	4	3080	173099	20202	102099	30.04.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102099	?
17	M	52	8619	871	971538426	11040407	2058399	4	3080	172799	20402	101799	30.09.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	40	8605	-1	670716426	11040407	2058399	4	3080	173099	20402	101799	30.11.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	54	8623	-1	1003271126	4130200	2058599	2	3080	172799	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	70	4157	-1	665283426	11040407	2058399	4	3080	172799	10100	101699	31.08.2018	1	MASS	-2	-1	-1	?	152599	1	-1	101699	?
10	M	52	8619	19	29530261026	4130104	2922399	2	3080	173099	20402	101799	29.02.2020	1	MASS	-2	-1	900238	125	158799	6	-1	101799	?
17	M	44	8616	72	30343297026	4060100	2059099	4	3080	173099	20402	101799	30.06.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	42	8614	2	1041077326	11040407	2058399	4	3080	173099	20402	101799	31.03.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
11	M	55	8638	4	1180145126	4130103	2919599	6	3080	173099	20402	101799	31.10.2019	1	MASS	-2	-1	900241	1029	148199	1	-1	101799	?
1	M	44	8047	-1	29248830026	4130900	2060699	2	3080	173099	20402	101799	30.11.2018	1	MASS	-2	-1	5000010	1865	148199	5932,2	-1	101799	?
10	M	42	8589	-1	1182413326	11040407	2058399	4	3080	172799	20402	101799	30.11.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	988131526	11040407	2058399	4	3080	173099	20402	101799	31.05.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	99	-1	-1	30167682026	11040407	2058399	4	3080	172799	20402	101799	31.03.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
17	M	40	8604	-1	1035096226	11040407	2058399	4	3080	172799	20402	101799	31.08.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	52	8590	-1	1153228926	4130900	2060699	2	3080	173099	20401	102199	31.03.2019	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
10	M	16	8598	8598	1162478926	11040407	2058399	4	3080	173099	20202	102099	30.09.2020	1	MASS	9001	-1	900238	125	158799	3	-1	102099	?
17	M	99	-1	-1	975921726	4060100	2059099	4	3080	173099	20402	101799	31.10.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	44	8646	-1	962338826	4130200	2058599	2	3080	173099	20402	101799	31.08.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
18	M	40	8604	3	31835783026	4130104	2922399	2	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	38	9038	56	30619426026	4130800	2059599	1	3080	173099	20402	101799	31.01.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	40	8609	3	30282913026	4080000	2058699	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	785597826	11040407	2058399	4	3080	172799	20402	101799	28.02.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
10	M	42	8611	9	49494379042	4130800	2059599	1	3080	173099	20402	101799	31.07.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	42	8618	8618	31442547026	4060100	2059099	4	3080	172799	20402	101799	31.10.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	99	-1	-1	30260348026	11040407	2058399	4	3080	172799	20402	101799	31.05.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
10	M	44	8646	-1	661064626	11040407	2058399	4	3080	173099	20201	102299	30.06.2021	1	MASS	9001	-1	900238	125	158799	3	-1	102299	?
10	M	44	8591	-1	55299175042	4130800	2059599	2	3080	173099	20402	101799	31.07.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	52	8579	23	989671826	11040407	2058399	4	3080	172799	20402	101799	30.04.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	55	8637	-1	665692226	4060100	2059099	4	3080	173099	20202	102099	31.01.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
10	M	42	8610	-1	789182726	4080000	2058699	4	3080	172799	20202	102099	31.01.2018	1	MASS	-2	-1	900238	125	152299	2	-1	102099	?
17	M	13	9013	1036	923817326	11040407	2058399	4	3080	172799	20402	101799	31.12.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	54	8621	8621	835302526	11040407	2058399	4	3080	172799	20402	101799	31.01.2019	1	MASS	-2	-1	900238	125	148199	3	-1	101799	?
17	M	38	9038	-1	31620517026	4080000	2058699	4	3080	173099	20401	102199	31.07.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
18	M	52	5221	-1	891473226	11040407	2058399	4	3080	173099	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	99	-1	-1	49242618042	4060100	2059099	4	3080	173099	20402	101799	31.05.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	42	8610	-1	1039745926	4130200	2058599	6	3080	172799	20402	101799	30.11.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
11	M	44	8047	18	29298390026	4060100	2059099	4	3080	173099	20402	101799	29.02.2020	1	MASS	9001	-1	900241	1029	158799	1	-1	101799	?
17	M	38	9038	40	53903452042	4130800	2059599	1	3080	173099	20402	101799	31.05.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
11	M	52	5221	11	980853326	4130104	2922399	2	3080	173099	20402	101799	31.01.2021	1	MASS	-2	-1	900241	1029	158799	1	-1	101799	?
18	M	99	-1	-1	28968250026	11040407	2058399	4	3080	173099	20402	101799	31.08.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
17	M	38	9038	5	935994326	4080000	2058699	4	3080	173099	20201	102299	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102299	?
17	M	99	-1	-1	31654790026	11040407	2058399	4	3080	172799	20402	101799	30.04.2021	1	MASS	9000	-1	-1	?	158799	-1	-1	101799	?
18	M	54	8623	3	28978606026	4130104	2922399	2	3080	173099	20402	101799	31.10.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	52	5230	-1	31051670026	11040393	2059199	1	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
1	M	70	8645	-1	1054315826	11040407	2058399	4	3080	173099	20202	102099	31.05.2021	1	MASS	60001	-1	10601043	1034	158799	-32787,7	-1	102099	?
10	M	42	8589	-1	672336926	11040407	2058399	4	3080	173099	20202	102099	30.09.2020	1	MASS	9001	-1	900238	125	158799	4	-1	102099	?
18	M	52	5221	4	956234426	11040407	2058399	4	3080	173099	20402	101799	29.02.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
1	M	52	5221	7	953359626	11040407	2058399	4	3080	173099	20402	101799	31.08.2021	1	MASS	9001	-1	10601043	1034	158799	4000	-1	101799	?
10	M	99	-1	-1	840646826	4080000	2058699	4	3080	173099	20402	101799	30.09.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	42	8610	-1	786981026	11040407	2058399	4	3080	172799	20202	102099	31.03.2019	1	MASS	-2	-1	900238	125	152299	1	-1	102099	?
17	M	18	8586	6	1075364626	4130104	2922399	2	3080	173099	20402	101799	31.08.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	42	9042	-1	671428826	4130400	2058299	6	3080	172799	20202	102099	31.07.2018	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
10	M	52	5230	8	29511437026	4080000	2058699	4	3080	173099	20401	102199	31.07.2019	1	MASS	-2	-1	900238	125	151999	1	-1	102199	?
17	M	55	9055	-1	1442584591666639992	11040407	2058399	4	3080	172799	20202	102099	31.05.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
17	M	40	8639	-1	32391039026	4060100	2059099	4	3080	173099	20402	101799	31.10.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	99	-1	-1	1012577926	11040407	2058399	4	3080	172799	20401	102199	31.08.2020	1	MASS	9000	0	900238	125	158799	-5	-1	102199	?
17	M	16	8369	1	55372174042	11040393	2059199	1	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	70	8636	8636	1032639826	4130200	2058599	6	3080	173099	20402	101799	31.01.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	42	6984	6984	984490326	4060100	2059099	4	3080	173099	20402	101799	31.12.2020	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
10	M	16	8598	8	29223730026	4130800	2059599	1	3080	173099	20402	101799	31.01.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	99	-1	-1	1021104626	4080000	2058699	4	3080	173099	20202	102099	31.05.2020	1	MASS	9000	0	-1	?	158799	-1	-1	102099	?
17	M	70	8635	-1	31442224026	11040393	2059199	6	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	13	8592	-1	893998126	11040407	2058399	4	3080	172799	20401	102199	31.03.2020	1	MASS	9001	-1	-1	?	158799	1	-1	102199	?
10	M	16	8599	8599	661288626	11040407	2058399	4	3080	172799	20202	102099	30.06.2018	1	MASS	-2	-1	900238	125	152299	1	-1	102099	?
17	M	40	8639	-1	992174526	11040393	2059199	6	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	18	8586	-1	671964126	4060100	2059099	4	3080	172799	20202	102099	30.09.2018	1	MASS	-2	-1	900238	125	152299	1	-1	102099	?
10	M	40	1026	68	55276193042	4130104	2922399	2	3080	173099	20402	101799	30.06.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	99	-1	-1	670686226	11040407	2058399	4	3080	173099	20202	102099	31.01.2020	1	MASS	9000	0	900238	125	158799	-62	-1	102099	?
10	M	18	8586	-1	1118032226	11040407	2058399	4	3080	172799	20402	101799	31.08.2021	1	MASS	9001	-1	900238	125	158799	1	-1	101799	?
17	M	70	9070	-1	1027629426	4130200	2058599	2	3080	173099	20401	102199	30.04.2019	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
17	M	38	9038	-1	31116943026	11040393	2059199	1	3080	172799	20402	101799	31.05.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
13	M	44	8646	-1	841051826	11040393	2059199	1	3080	172799	20402	101799	30.06.2018	1	MASS	-2	-1	900244	1030	148199	1	-1	101799	?
10	M	44	8644	8644	929067126	11040407	2058399	4	3080	173099	20401	102199	30.09.2020	1	MASS	9001	-1	900238	125	158799	2	-1	102199	?
17	M	40	1023	-1	664954326	11040407	2058399	4	3080	172799	20401	102199	31.03.2019	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
10	M	38	9038	46	52704556042	4130800	2059599	2	3080	173099	20402	101799	31.05.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	16	7003	20	851530126	11040393	2059199	6	3080	173099	20402	101799	30.11.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
10	M	13	8592	8592	993316726	11040407	2058399	4	3080	172799	20402	101799	31.08.2018	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
17	M	42	8613	55	671267626	11040407	2058399	4	3080	172799	20202	102099	31.03.2021	1	MASS	9001	-1	-1	?	158799	1	-1	102099	?
10	M	40	8640	2	49166444042	4130101	2060599	6	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	54	1039	1	31450447026	4130104	2922399	2	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	54	8621	-1	30225121026	4080000	2058699	4	3080	173099	20202	102099	30.11.2019	1	MASS	-2	-1	900238	125	152299	1	-1	102099	104199
10	M	70	8556	8556	1239868826	4080000	2058699	4	3080	172799	20402	101799	30.09.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
1	M	13	9013	2	869839226	4080000	2058699	4	3080	173099	20202	102099	30.11.2020	1	MASS	60001	-1	900225	1034	158799	-50171,38	-1	102099	?
10	M	42	8618	8618	1033094626	11040407	2058399	4	3080	172799	20401	102199	30.06.2020	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
17	M	70	9070	-1	1028137026	4130200	2058599	6	3080	172799	20401	102199	28.02.2018	1	MASS	-2	-1	-1	?	151999	2	-1	102199	?
17	M	55	8637	3	1227924326	4130800	2059599	1	3080	173099	20402	101799	31.07.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	661478326	11040407	2058399	4	3080	172799	20202	102099	30.04.2021	1	MASS	9000	-1	900238	125	158799	-2	-1	102099	?
10	M	44	8615	-1	1062940626	11040407	2058399	4	3080	173099	20202	102099	30.09.2020	1	MASS	9001	-1	900238	125	158799	1	-1	102099	?
17	M	13	8593	6	30768470026	11040393	2059199	1	3080	173099	20401	102199	28.02.2021	1	MASS	-2	-1	-1	?	158799	1	-1	102199	?
10	M	52	8619	5	1161306926	4130800	2059599	1	3080	173099	20402	101799	30.04.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	16	7003	-1	959210926	4130200	2058599	6	3080	172799	20402	101799	28.02.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	13	8594	-1	31024930026	4060100	2059099	4	3080	172799	20402	101799	31.03.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
1	M	38	9038	26	57170082042	4130101	2060599	6	3080	173099	20401	102199	30.09.2020	1	MASS	60001	-1	6400442	1033	158799	-247,5	-1	102199	?
17	M	99	-1	-1	48911052042	4060100	2059099	4	3080	173099	20402	101799	30.09.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
10	M	99	-1	-1	993087526	11040407	2058399	4	3080	172799	20401	102199	30.06.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102199	?
17	M	13	8592	5	844554226	11040393	2059199	6	3080	173099	20402	101799	31.08.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	18	8586	20	1057066326	11040407	2058399	4	3080	173099	20401	102199	31.12.2020	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
10	M	40	8639	-1	816297226	11040407	2058399	4	3080	172799	20402	101799	30.04.2021	1	MASS	9001	-1	900238	125	158799	3	-1	101799	?
17	M	40	8609	8609	969942226	11040407	2058399	4	3080	172799	20402	101799	31.07.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	40	1025	-1	31110860026	11040393	2059199	1	3080	172799	20402	101799	31.01.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	42	8614	1	803253626	11040393	2059199	1	3080	173099	20402	101799	31.05.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	13	9013	11	941261326	4080000	2058699	4	3080	173099	20402	101799	31.01.2020	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
10	M	67	8369	20299	906594626	11040393	2059199	1	3080	173099	20402	101799	28.02.2019	1	MASS	-2	-1	900238	125	148199	2	-1	101799	?
1	M	99	-1	-1	1392021840070485416	11040407	2058399	4	3080	173099	20202	102099	31.03.2020	1	MASS	9000	0	900225	1034	158799	-23937,54	-1	102099	?
17	M	16	8599	2	886755226	4060100	2059099	4	3080	173099	20402	101799	31.07.2020	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
17	M	55	8638	213	1124249526	11040407	2058399	4	3080	173099	20402	101799	31.03.2020	1	MASS	9001	-1	-1	?	158799	2	-1	101799	?
17	M	38	9038	-1	29989593026	11040393	2059199	1	3080	173099	20402	101799	31.05.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	13	8595	-1	30477657026	11040407	2058399	4	3080	172799	20402	101799	30.11.2018	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	52	5230	0	846628126	11040407	2058399	4	3080	172799	20202	102099	31.10.2018	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
17	M	16	8598	-1	1260737626	4130200	2058599	2	3080	172799	20402	101799	31.12.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	42	9042	6	49299748042	4130104	2922399	2	3080	173099	20202	102099	31.03.2020	1	MASS	-2	-1	900238	125	158799	1	-1	102099	?
17	M	55	8629	0	664632626	11040407	2058399	4	3080	172799	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	2	-1	101799	?
17	M	55	8627	3	983928226	11040407	2058399	4	3080	173099	20402	101799	31.08.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	18	8586	-1	997982726	11040393	2059199	6	3080	172799	20402	101799	31.03.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	99	-1	-1	669477026	4080000	2058699	4	3080	173099	20300	101899	31.07.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101899	?
10	M	16	8597	11	49779882042	11040393	2059199	2	3080	173099	20402	101799	31.08.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	52	8619	23	31786018026	4060100	2059099	4	3080	173099	20402	101799	30.09.2019	1	MASS	-2	-1	900238	125	148199	1	-1	101799	?
17	M	42	8610	-1	672386326	4130200	2058599	6	3080	172799	20401	102199	30.06.2018	1	MASS	-2	-1	-1	?	151999	1	-1	102199	?
17	M	38	9038	15	55875162042	11040393	2059199	2	3080	173099	20402	101799	31.03.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	99	-1	-1	665525926	11040407	2058399	4	3080	173099	20402	101799	31.03.2021	1	MASS	9000	-1	-1	?	158799	-10	-1	101799	?
17	M	18	8603	-1	909903626	4130200	2058599	2	3080	172799	20402	101799	31.10.2019	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	55	8617	2	755300526	4130104	2922399	2	3080	173099	20402	101799	31.03.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	813421826	11040407	2058399	4	3080	173099	20402	101799	31.07.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
17	M	38	9038	45	55497581042	4130800	2059599	1	3080	173099	20402	101799	31.08.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	968276626	11040407	2058399	4	3080	172799	20402	101799	31.07.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	101799	?
10	M	99	-1	-1	1000836526	11040407	2058399	4	3080	172799	20402	101799	30.06.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	16	8597	10	32513079026	4130104	2922399	2	3080	173099	20402	101799	28.02.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	99	-1	-1	665095326	11040407	2058399	4	3080	173099	10100	101699	31.01.2021	1	MASS	9000	-1	-1	?	158799	-10	-1	101699	?
10	M	18	8601	-1	937963726	11040407	2058399	4	3080	172799	20401	102199	31.10.2019	1	MASS	-2	-1	900238	125	151999	2	-1	102199	?
10	M	42	8613	7	1060709026	11040393	2059199	1	3080	173099	20402	101799	31.03.2021	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
10	M	44	8644	6	952306326	11040393	2059199	1	3080	173099	20402	101799	31.10.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	54	6991	6991	29254821026	11040393	2059199	1	3080	173099	20402	101799	31.10.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
10	M	99	-1	-1	54109328042	4060100	2059099	4	3080	173099	20402	101799	31.08.2020	1	MASS	9000	0	900238	125	158799	-1	-1	101799	?
10	M	70	8635	8635	848677426	11040407	2058399	4	3080	172799	20401	102199	30.06.2021	1	MASS	9001	-1	900238	125	158799	1	-1	102199	?
17	M	52	8619	-1	31324046026	11040393	2059199	1	3080	172799	20402	101799	30.04.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	42	8618	8618	28967904026	4060100	2059099	4	3080	173099	20402	101799	31.12.2018	1	MASS	-2	-1	-1	?	148199	1	-1	101799	?
17	M	52	5221	2	30445483026	4130800	2059599	1	3080	173099	20402	101799	30.09.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
17	M	18	8586	19	828129626	11040407	2058399	4	3080	173099	20402	101799	31.03.2021	1	MASS	9001	-1	-1	?	158799	1	-1	101799	?
17	M	44	8615	6	1012920526	4130900	2060699	2	3080	173099	20401	102199	30.06.2020	1	MASS	-2	-1	-1	?	158799	1	-1	102199	?
17	M	42	9042	-1	1062293926	11040407	2058399	4	3080	172799	20202	102099	31.10.2019	1	MASS	-2	-1	-1	?	152299	1	-1	102099	?
10	M	99	-1	-1	1038521626	4060100	2059099	4	3080	173099	20401	102199	31.01.2021	1	MASS	9000	-1	900238	125	158799	-1	-1	102199	?
17	M	40	8606	4	31058746026	11040393	2059199	6	3080	173099	20402	101799	31.07.2021	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
18	M	38	9038	66	28985860026	11040393	2059199	1	3080	173099	20402	101799	31.08.2020	1	MASS	-2	-1	-1	?	158799	1	-1	101799	?
10	M	99	-1	-1	1237204026	4060100	2059099	4	3080	173099	20402	101799	31.03.2020	1	MASS	9000	0	900238	125	158799	-2	-1	101799	?
17	M	99	-1	-1	670050326	11040407	2058399	4	3080	173099	20201	102299	31.01.2021	1	MASS	9000	-1	-1	?	158799	-2	-1	102299	?
10	M	42	6984	6984	670028626	11040407	2058399	4	3080	172799	20100	101999	30.04.2021	1	MASS	9001	-1	900238	125	158799	7	-1	101999	?
10	M	40	17	1	1443012812855944308	4130800	2059599	1	3080	173099	20402	101799	30.06.2020	1	MASS	-2	-1	900238	125	158799	1	-1	101799	?
17	M	99	-1	-1	663612026	11040407	2058399	4	3080	173099	20402	101799	30.09.2020	1	MASS	9000	0	-1	?	158799	-1	-1	101799	?
